276.75,10.639,13.734,1,1,203.28,57.162,2.605,1,1,213.07,69.077,4.346,1,1,209.69,51.707,6.581,1,1,205.3,58.653,2.359,1,1,210.98,21.448,1.91,1,1,203.01,55.677,2.111,1,1,207.98,58.647,4.099,1,1
957.22,10.55,13.69,2,1,707.59,57.223,2.594,2,1,1084.5,69.086,4.351,2,1,459.97,51.728,6.576,2,1,1165,58.697,2.347,2,1,572.09,21.432,1.815,2,1,583.64,55.715,2.03,2,1,753.09,58.654,4.16,2,1
455.92,10.508,13.809,3,1,698.1,57.214,2.61,3,1,907.35,69.106,4.359,3,1,458.31,51.739,6.552,3,1,806.51,58.657,2.364,3,1,586.11,21.383,1.814,3,1,520.15,55.656,2.126,3,1,572.85,58.66,4.16,3,1
342.11,43.202,15.24,1,1,201.44,13.265,3.848,1,1,207.84,61.369,5.847,1,1,211.43,9.055,8.559,1,1,188.99,55.762,3.666,1,1,219.72,6.811,3.13,1,1,205.22,56.667,5.834,1,1,209.18,7.566,5.593,1,1
633.3,43.097,15.246,2,1,672.63,13.298,3.914,2,1,662.68,61.393,5.836,2,1,875.89,9.17,8.486,2,1,1074.4,55.968,3.55,2,1,1258.3,6.784,3.074,2,1,590.86,56.728,5.824,2,1,711.67,7.495,5.589,2,1
460.36,43.001,15.253,3,1,701.98,13.18,3.851,3,1,670.72,61.431,5.787,3,1,726.44,9.012,8.535,3,1,728.78,55.748,3.627,3,1,954.03,6.819,3.092,3,1,539.55,56.674,5.867,3,1,583.83,7.555,5.577,3,1
499.85,46.364,16.47,1,1,190.56,16.587,4.106,1,1,215.09,16.735,7.827,1,1,214.54,59.152,9.308,1,1,205.57,46.999,3.608,1,1,206.09,25.15,3.127,1,1,210.98,1.676,8.809,1,1,237.32,54.421,5.578,1,1
1050.3,46.383,16.699,2,1,719.58,16.473,4.082,2,1,628.82,16.733,7.754,2,1,732.17,59.181,9.326,2,1,657.48,47.057,3.563,2,1,352.68,25.175,3.149,2,1,1287.9,1.652,8.796,2,1,1011,54.44,5.579,2,1
486.81,46.258,16.758,3,1,490.25,16.518,4.101,3,1,506.46,16.715,7.802,3,1,569.68,59.194,9.315,3,1,520.86,47.033,3.531,3,1,378.1,25.15,3.184,3,1,787.53,1.674,8.801,3,1,498.22,54.475,5.662,3,1
322.33,48.651,16.638,1,1,206.91,58.407,6.327,1,1,214.19,13.217,7.831,1,1,316.03,53.316,9.871,1,1,145.67,57.646,5.775,1,1,216.19,32.031,3.885,1,1,212.71,58.633,11.044,1,1,234.45,53.921,9.54,1,1
1262.3,48.076,16.963,2,1,732.05,58.41,6.266,2,1,620.62,13.271,7.792,2,1,518.59,53.398,9.614,2,1,1031.2,57.428,5.288,2,1,430.81,32.029,3.854,2,1,719.15,58.744,11.061,2,1,628.79,53.939,9.524,2,1
