1243.8,51.07,3.598,1,1,866.19,47.978,85.039,1,1,1491,40.092,120.9,1,1,605.58,53.703,15.258,1,1,1097.8,53.985,118.8,1,1,801.97,20.221,62.641,1,1,888.51,11.228,46.064,1,1,490.88,7.645,73.525,1,1
797.27,51.087,3.528,2,1,749.61,47.983,84.938,2,1,1608.8,40.134,120.83,2,1,774.76,53.776,15.169,2,1,1278.8,53.986,118.69,2,1,1239.3,20.262,62.684,2,1,943.5,11.32,45.989,2,1,971.99,7.577,73.499,2,1
1032.8,51.099,3.518,3,1,1009.9,48.04,84.969,3,1,1143.8,40.109,120.83,3,1,775.48,53.741,15.274,3,1,1042.6,53.938,118.7,3,1,847.62,20.203,62.73,3,1,1077.1,11.234,46.047,3,1,1188.1,7.532,73.524,3,1
613.71,46.058,10.224,1,1,1135.3,32.854,98.446,1,1,1261.7,38.8,131.28,1,1,696.91,41.791,122.9,1,1,1177.1,21.079,121.37,1,1,1010.2,63.7,62.673,1,1,1777.6,17.001,64.161,1,1,773.7,13.77,78.739,1,1
820.49,45.979,10.316,2,1,1081.5,32.828,98.353,2,1,1541,38.847,131.28,2,1,931.49,41.832,122.95,2,1,1965.2,21.025,121.4,2,1,1021,63.585,62.634,2,1,1468.4,16.985,64.143,2,1,1170.7,13.734,78.788,2,1
907.48,45.959,10.405,3,1,872.9,32.835,98.329,3,1,1153.2,38.802,131.28,3,1,848.06,41.814,122.89,3,1,1388.5,21.002,121.4,3,1,1179.6,63.659,62.614,3,1,968.56,16.954,64.157,3,1,952.7,13.703,78.802,3,1
767.76,62.136,51.712,1,1,1151.7,47.292,128.98,1,1,953.11,36.839,135.54,1,1,666.31,41.037,127.59,1,1,1293.8,26.978,129.09,1,1,1019.9,61.119,132.79,1,1,1181.8,22.702,109.51,1,1,602.24,52.718,130.06,1,1
1300.3,62.125,51.685,2,1,1116,47.252,129.07,2,1,1353.6,36.876,135.49,2,1,1017.7,41.082,127.55,2,1,1491.7,26.956,129.08,2,1,1564.7,61.135,132.81,2,1,1087.9,22.679,109.52,2,1,946.42,52.79,130.17,2,1
1400.8,62.126,51.726,3,1,1134.3,47.294,129.09,3,1,1040.6,36.85,135.49,3,1,852.51,41.057,127.53,3,1,1097.5,26.94,129.12,3,1,1174,61.137,132.79,3,1,889.25,22.632,109.53,3,1,853.21,52.668,130.15,3,1
622.12,57.695,51.987,1,1,1172.2,35.655,142.73,1,1,1765.3,37.902,141.24,1,1,1168.7,48.251,130.75,1,1,567.67,9.814,55.485,1,2,920.38,60.378,6.577,1,2,678.08,16.738,12.299,1,2,900.52,56.186,142.19,1,1
1212.3,57.639,51.936,2,1,1084.6,35.642,142.73,2,1,1566.8,37.889,141.25,2,1,1392.5,48.249,130.86,2,1,1118.3,9.812,55.466,2,2,1216.3,60.34,6.543,2,2,1527.7,16.644,12.271,2,2,1071.3,56.154,142.22,2,1
1304.9,57.684,51.923,3,1,981.07,35.706,142.68,3,1,1247,37.862,141.26,3,1,1149.1,48.252,130.89,3,1,1387,9.744,55.38,3,2,1031.8,60.521,6.655,3,2,856.67,16.702,12.296,3,2,985.81,56.136,142.22,3,1
548.81,58.934,59.452,1,1,799.23,44.3,11.463,1,2,1011.2,52.097,41.085,1,2,954.58,46.293,135.25,1,1,511.95,53.742,119.17,1,2,691.99,66.852,37.331,1,2,1155.2,14.48,16.759,1,2,1298.9,19.75,147.93,1,1
1375.8,58.89,59.404,2,1,633.81,44.322,11.566,2,2,1073.1,52.217,40.998,2,2,1499.7,46.257,135.31,2,1,1129.8,53.747,119.22,2,2,916.27,66.636,37.438,2,2,1054.9,14.451,16.691,2,2,1301.5,19.72,147.95,2,1
