2823.7,14.84,133.32,1,1,2306.2,17.534,119.61,1,1,912.86,43.532,122.16,1,1,1349,54.711,79.742,1,1,2812.5,21.223,122.36,1,1,2192.4,25.199,116.16,1,1,1396.1,12.706,10.026,1,1,1062.3,44.543,125.39,1,1,1279.6,44.284,107.51,1,1,1568.4,44.556,115.01,1,1,2381.6,49.982,142.22,1,1
932.3,14.714,133.31,2,1,966.15,17.45,119.64,2,1,907.64,43.614,122.19,2,1,999.68,54.619,79.737,2,1,741.09,21.254,122.46,2,1,643.37,25.082,116.15,2,1,639.22,12.778,10.064,2,1,724.19,44.496,125.36,2,1,704.83,44.283,107.52,2,1,674.2,44.513,114.95,2,1,777.88,50.023,142.19,2,1
689.32,14.701,133.33,3,1,847.67,17.535,119.61,3,1,702.35,43.505,122.15,3,1,777.07,54.645,79.753,3,1,646.37,21.229,122.39,3,1,533.53,25.105,116.2,3,1,482.24,12.747,10.113,3,1,652.78,44.453,125.36,3,1,637.97,44.268,107.51,3,1,493.87,44.587,114.92,3,1,686.62,50.047,142.19,3,1
1072.7,7.775,53.958,1,2,2465.7,55.974,141,1,1,1196.5,48.237,6.564,1,2,2490.7,61.596,135.49,1,1,3601.3,14.28,136.58,1,1,805.84,19.242,119.17,1,1,1365.4,49.429,10.574,1,1,2538.5,20.315,131.57,1,1,1189.1,50.529,110.27,1,1,2334.9,56.181,138.23,1,1,1497.8,46.757,16.52,1,2
928.22,7.546,53.944,2,2,798.02,55.952,140.95,2,1,572.32,48.219,6.582,2,2,971.77,61.688,135.52,2,1,679.72,14.255,136.48,2,1,716.37,19.257,119.06,2,1,604.53,49.476,10.537,2,1,877.76,20.199,131.57,2,1,884.67,50.454,110.26,2,1,636.14,56.161,138.25,2,1,597.92,46.724,16.563,2,2
756.84,7.556,53.934,3,2,911.26,55.929,141,3,1,522.86,48.261,6.56,3,2,801.91,61.64,135.53,3,1,687.09,14.258,136.51,3,1,590.1,19.176,119.14,3,1,432.38,49.481,10.608,3,1,787.63,20.182,131.56,3,1,687.44,50.483,110.28,3,1,563.79,56.183,138.22,3,1,476.24,46.749,16.539,3,2
2224.7,14.791,133.1,1,2,2677.7,19.54,102.04,1,2,1128,56.466,42.766,1,2,2574.5,19.241,156.35,1,1,3059,22.998,147.43,1,1,1368.5,48.694,121.15,1,1,819.38,53.432,11.044,1,1,1365.6,15.05,15.586,1,2,1484.5,17.048,115.93,1,1,1519.9,53.498,110.43,1,2,1428.7,6.835,26.433,1,2
983.25,14.745,133.1,2,2,1082.4,19.452,102.05,2,2,725.47,56.441,42.763,2,2,855.54,19.231,156.32,2,1,612.16,22.931,147.48,2,1,795.38,48.721,121.15,2,1,590.91,53.383,11.086,2,1,697.04,14.93,15.518,2,2,1088.1,16.912,115.75,2,1,667.32,53.486,110.47,2,2,574.84,6.779,26.385,2,2
725.45,14.753,133.07,3,2,863.11,19.517,102.05,3,2,693.58,56.463,42.737,3,2,803.94,19.145,156.34,3,1,565.3,23.03,147.45,3,1,691.78,48.752,121.16,3,1,448.11,53.376,11.067,3,1,613.29,14.925,15.456,3,2,863.14,16.978,115.67,3,1,530.06,53.507,110.49,3,2,535.49,6.767,26.441,3,2
1612,54.201,133.76,1,2,1778.1,61.597,128.58,1,2,1714.2,57.01,118.52,1,2,1990.9,60.389,27.914,1,2,930.83,49.733,49.746,1,2,1015.6,59.051,130.34,1,1,425.93,55.494,12.094,1,1,2064.2,45.015,125.66,1,2,2903.5,17.212,119.62,1,1,1839.9,24.272,112.43,1,2,1305.8,7.669,49.799,1,2
