152.56,41.29,4.338,1,1,193.18,40.554,14.416,1,1,155.27,3.599,4.34,1,1,199.89,53.352,2.807,1,1,155.92,9.796,4.593,1,1,159.27,6.565,4.101,1,1,155.27,48.982,3.105,1,1,159.32,10.79,6.082,1,1,180.56,52.413,5.877,1,1,155.92,55.424,5.84,1,1
613.02,41.298,4.353,2,1,810.91,40.554,14.448,2,1,706.13,3.604,4.257,2,1,1018.2,53.596,2.912,2,1,734.67,9.781,4.612,2,1,803.17,6.494,4.086,2,1,698.84,49.091,3.152,2,1,447.55,10.714,6.086,2,1,923.8,52.521,5.787,2,1,774.88,55.426,5.884,2,1
593.28,41.248,4.34,3,1,424.85,40.533,14.473,3,1,447.48,3.572,4.327,3,1,465.3,53.559,2.848,3,1,412.09,9.732,4.563,3,1,579.58,6.485,4.127,3,1,500.91,49.116,3.097,3,1,330.5,10.715,6.02,3,1,488.97,52.536,5.808,3,1,510.24,55.474,5.798,3,1
153.07,47.988,4.342,1,1,192.11,8.332,15.015,1,1,157.81,8.064,5.338,1,1,519.68,51.076,10.266,1,1,155.4,2.357,7.067,1,1,161.54,57.155,5.337,1,1,168.37,48.233,10.796,1,1,158.15,14.295,5.591,1,1,209.06,51.42,11.939,1,1,174.22,49.911,5.814,1,1
713.4,47.932,4.252,2,1,692.21,8.276,15.06,2,1,606.32,7.944,5.546,2,1,1432,50.971,10.22,2,1,1170.7,2.332,7.089,2,1,563.61,57.2,5.324,2,1,638.59,48.278,10.833,2,1,415.58,14.187,5.583,2,1,893.86,51.562,12.096,2,1,649.65,49.991,5.839,2,1
619.09,48.003,4.222,3,1,375.59,8.286,15.007,3,1,383.65,8.014,5.368,3,1,428.04,51.003,10.344,3,1,554.69,2.39,7.086,3,1,533.28,57.205,5.278,3,1,458.38,48.443,10.75,3,1,284.76,14.263,5.493,3,1,466.68,51.554,12.007,3,1,414.7,50.039,5.809,3,1
161.55,57.883,6.584,1,1,181.01,48.507,15.738,1,1,158.07,4.341,8.066,1,1,195.9,48.294,12.97,1,1,166.02,56.915,10.8,1,1,157.27,4.28,6.197,1,1,160.78,43.272,23.198,1,1,158.91,7.819,8.312,1,1,171.58,46.277,30.648,1,1,202.9,61.355,5.532,1,1
1486.7,58.013,6.6,2,1,993.76,48.525,15.769,2,1,839.77,4.375,8.174,2,1,817.95,48.248,12.961,2,1,813.21,56.912,10.637,2,1,877.71,4.358,6.09,2,1,751.27,43.329,23.149,2,1,509.23,7.813,8.338,2,1,864.9,46.301,30.678,2,1,1327.3,61.129,5.58,2,1
834.91,57.9,6.575,3,1,485.56,48.509,15.68,3,1,455.76,4.353,8.042,3,1,417.28,48.257,13.013,3,1,386.1,56.967,10.817,3,1,595.03,4.223,6.205,3,1,385.1,43.291,23.161,3,1,332.31,7.905,8.362,3,1,455.05,46.266,30.657,3,1,874.59,61.131,5.56,3,1
153.66,39.558,7.56,1,1,178.71,9.562,18.247,1,1,179.42,59.142,8.572,1,1,217.41,51.449,16.561,1,1,174.46,15.006,15.228,1,1,168.46,61.873,9.072,1,1,160.99,3.839,36.331,1,1,155.71,4.096,9.302,1,1,154.24,32.113,33.605,1,1,205.73,63.609,7.869,1,1
626.94,39.692,7.563,2,1,806.33,9.57,18.228,2,1,904.59,59.293,8.614,2,1,816.82,51.416,16.547,2,1,814.89,14.898,15.313,2,1,916.17,61.838,9.103,2,1,917.23,3.877,36.381,2,1,536.27,4.163,9.393,2,1,650.22,32.055,33.577,2,1,1395.3,63.691,7.794,2,1
