3826.9,27.191,131.54,1,1,2777.7,17.724,112.06,1,1,1422.9,17.539,132.13,1,1,1359.3,20.23,117.36,1,1,1134.4,54.965,15.279,1,1,1854.5,13.279,52.969,1,1,2017.4,58.446,57.415,1,1
1897.6,27.187,131.58,2,1,1361.9,17.738,112.01,2,1,1064.5,17.508,132.09,2,1,926.23,20.192,117.41,2,1,878.66,54.932,15.277,2,1,1849.4,13.217,52.88,2,1,2658.5,58.398,57.443,2,1
1233.7,27.161,131.6,3,1,1043.7,17.721,111.99,3,1,896.94,17.562,132.06,3,1,955.88,20.149,117.42,3,1,932.12,54.902,15.228,3,1,1187.9,13.176,52.92,3,1,1502.7,58.4,57.448,3,1
2090,14.123,66.829,1,2,3035.6,14.281,128.35,1,1,1916.3,10.569,135.79,1,1,1257.4,27.624,123.18,1,1,1239.1,5.111,74.538,1,1,1320.3,22.99,114.26,1,1,1337.4,50.276,19.502,1,2
1921.2,14.148,66.785,2,2,1768.6,14.262,128.39,2,1,1049.4,10.512,135.74,2,1,879.53,27.617,123.16,2,1,1765.6,5.038,74.51,2,1,1407,22.961,114.14,2,1,1222.5,50.226,19.468,2,2
1084,14.196,66.758,3,2,1101.9,14.26,128.44,3,1,886.45,10.529,135.78,3,1,980.7,27.553,123.16,3,1,1352.3,5.036,74.591,3,1,1216.9,22.976,114.19,3,1,909.41,50.256,19.467,3,2
2776.3,53.96,125.63,1,2,1096.3,20.975,12.312,1,2,846.94,8.328,42.268,1,2,2219.6,16.046,133.52,1,1,3284.5,12.355,124.86,1,1,3692.9,27.44,119.48,1,1,924.23,65.627,44.827,1,2
1300.9,53.951,125.6,2,2,768.26,21.016,12.283,2,2,1202.6,8.237,42.318,2,2,1156,16.058,133.4,2,1,1037.4,12.351,124.93,2,1,1306.4,27.393,119.45,2,1,1956.3,65.568,44.785,2,2
968.92,53.853,125.66,3,2,674.69,21.015,12.273,3,2,833.02,8.323,42.236,3,2,1251.2,16.057,133.48,3,1,1184.9,12.276,124.94,3,1,1077.7,27.418,119.48,3,1,1228.2,65.52,44.783,3,2
4077.6,27.152,130.57,1,2,1880.7,20.242,46.454,1,2,2636.2,10.806,50.294,1,2,1195.6,51.029,114.47,1,2,2183.1,49.958,126.84,1,1,1335.8,12.403,3.027,1,2,1458.5,32.142,49.93,1,2
