231.85,6.28,2.411,1,1,196.43,19.947,2.116,1,1,197.97,58.153,1.862,1,1,200.46,8.551,2.858,1,1,196.52,24.675,3.096,1,1,198.59,43.278,1.664,1,1,193.22,29.636,2.852,1,1,193.86,25.173,1.858,1,1,193.69,38.316,2.109,1,1
1865.4,6.277,2.338,2,1,541.62,19.953,2.158,2,1,2017.6,58.184,1.843,2,1,1217.9,8.497,2.816,2,1,537.23,24.615,3.015,2,1,875.99,43.359,1.77,2,1,518.29,29.656,2.813,2,1,911.72,25.144,1.852,2,1,558.63,38.345,2.098,2,1
1506.5,6.299,2.347,3,1,718.96,19.928,2.137,3,1,1428.2,58.181,1.836,3,1,1477.6,8.51,2.865,3,1,582.19,24.652,3.057,3,1,1074.9,43.266,1.717,3,1,544.78,29.597,2.828,3,1,960.72,25.132,1.897,3,1,756.8,38.305,2.118,3,1
193.04,44.521,2.62,1,1,193.93,34.6,3.098,1,1,213.56,61.643,3.387,1,1,197.34,59.888,2.604,1,1,197.86,7.561,4.346,1,1,208.31,47.248,2.115,1,1,194.4,33.354,3.846,1,1,199.03,63.36,4.341,1,1,195.04,47.493,3.363,1,1
631.91,44.53,2.61,2,1,539.96,34.588,3.177,2,1,2179.9,61.724,3.308,2,1,959.38,59.923,2.625,2,1,1056.2,7.563,4.317,2,1,919.62,47.247,2.067,2,1,469.14,33.382,3.817,2,1,995.7,63.387,4.383,2,1,737.61,47.567,3.315,2,1
686.6,44.485,2.595,3,1,706.02,34.591,3.147,3,1,1366.7,61.623,3.343,3,1,1259.8,59.886,2.596,3,1,1043.5,7.559,4.314,3,1,1095.9,47.247,2.103,3,1,593.01,33.345,3.818,3,1,1004.7,63.374,4.313,3,1,913.86,47.563,3.337,3,1
189.34,60.135,2.855,1,1,329.88,15.695,4.818,1,1,202.41,15.762,2.376,1,1,196.55,46.499,6.325,1,1,196.69,36.579,4.339,1,1,193.55,26.908,2.606,1,1,195.14,12.273,4.586,1,1,218.84,2.875,4.87,1,1,194.28,31.621,5.826,1,1
1013.7,60.198,2.865,2,1,773.33,15.712,4.861,2,1,929.86,15.731,2.269,2,1,450.86,46.582,6.285,2,1,531.47,36.58,4.349,2,1,666.64,26.875,2.634,2,1,835.41,12.228,4.597,2,1,2014.1,2.809,4.873,2,1,504.93,31.617,5.833,2,1
1000.8,60.17,2.871,3,1,943.8,15.736,4.85,3,1,917.85,15.709,2.332,3,1,620.24,46.514,6.322,3,1,622.74,36.572,4.356,3,1,749.9,26.875,2.683,3,1,882.23,12.218,4.578,3,1,1519.1,2.865,4.837,3,1,681.28,31.592,5.82,3,1
584.34,20.962,3.638,1,1,256.54,8.162,4.2,1,1,194.69,41.54,2.605,1,1,195.69,28.893,6.822,1,1,165.59,33.595,4.609,1,1,213.27,8.795,3.789,1,1,194.12,52.205,5.087,1,1,196.28,20.705,4.594,1,1,300.45,56.199,6.417,1,1
781.07,20.922,3.592,2,1,917.63,8.01,4.09,2,1,485.24,41.534,2.536,2,1,462.42,28.892,6.843,2,1,553.77,33.81,4.542,2,1,1097.9,8.756,3.854,2,1,969.11,52.218,5.088,2,1,1068,20.682,4.529,2,1,1115.3,56.196,6.254,2,1
804,20.947,3.606,3,1,1084.7,8.022,4.098,3,1,578.18,41.543,2.615,3,1,616.55,28.87,6.854,3,1,539.78,33.587,4.59,3,1,1312,8.765,3.855,3,1,1102.1,52.205,5.08,3,1,1108.8,20.679,4.534,3,1,1058,56.173,6.278,3,1
